FileSizeMB,BlockSizeMB,ChunkSizeMB,ThroughputMBs,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8,CPU9,CPU10,CPU11
2000,67108864,1048576,5.07611507654400838874e+02,1.85750636132315527504e+01,4.64102564102564087989e+01,4.04040404040404066421e+00,9.69387755102040848953e+00,2.27272727272727292913e+00,2.49382716049382722190e+01,4.56852791878172581619e+00,1.06329113924050631113e+01,3.02267002518891692020e+00,1.37055837563451774486e+01,7.32323232323232353735e+00,7.32323232323232353735e+00
2000,67108864,1048576,5.03383745537503102696e+02,1.45728643216080389067e+01,1.25628140703517598986e+00,2.11586901763224162210e+01,1.24050632911392391122e+01,1.62094763092269325000e+01,2.55000000000000000000e+01,2.26130653266331655971e+01,6.54911838790931977172e+00,7.26817042606516228176e+00,5.51378446115288234353e+00,3.00751879699248103606e+00,1.54613466334164595395e+01
2000,67108864,1048576,5.14402498350053974718e+02,4.87179487179487225035e+00,6.97674418604651158660e+00,5.92783505154639112078e+00,3.39331619537275059884e+01,2.97157622739018094649e+01,2.37244897959183695946e+01,2.32558139534883734356e+00,2.84974093264248695689e+00,2.10659898477157341290e+01,4.66321243523316031343e+00,7.92838874680306915366e+00,1.72236503856041132110e+01
2000,67108864,1048576,5.16186312287557029777e+02,4.06735751295336811495e+01,7.79220779220779213858e+00,5.41237113402061886802e+00,2.38461538461538467004e+01,8.48329048843187649709e+00,1.53645833333333339255e+01,1.65803108808290176057e+01,4.92227979274611371352e+00,3.79746835443037999980e+00,4.11311053984575814013e+00,9.32642487046632062686e+00,1.37662337662337659339e+01
2000,67108864,1048576,5.41643443704017840901e+02,7.23860589812332477777e+00,4.19354838709677437691e+01,2.68817204301075252104e+00,2.22222222222222214327e+01,1.92411924119241177777e+01,2.30352303523035217836e+01,6.95187165775401094692e+00,1.02150537634408600240e+01,4.96083550913838067231e+00,1.37362637362637363125e+00,3.26086956521739113057e+00,1.91256830601092886468e+01
2000,67108864,1048576,5.24078525829996237917e+02,3.93700787401574814339e+00,1.57068062827225118916e+00,3.11688311688311703307e+00,2.83819628647214834416e+01,1.36842105263157911565e+01,1.38743455497382210950e+01,1.44736842105263168179e+01,3.68421052631578893610e+00,5.08905852417302728696e+00,3.67454068241469800071e+00,3.55091383812010406018e+01,2.28947368421052637188e+01
2000,67108864,1048576,5.23836800740076682814e+02,3.93700787401574814339e+00,1.57480314960629907972e+00,2.34986945169712768688e+00,1.06493506493506480126e+01,1.54046997389033926140e+01,7.32984293193717206805e+00,3.14960629921259815944e+00,1.03896103896103895181e+01,1.07692307692307700506e+01,1.86842105263157876038e+01,3.88451443569553802604e+01,2.91338582677165334189e+01
2000,67108864,1048576,5.24101598143003229779e+02,4.96083550913838067231e+00,1.12860892388451450330e+01,4.94791666666666607455e+00,1.04986876640419946050e+00,1.23036649214659696838e+01,1.02902374670184695304e+01,6.59630606860158330562e+00,1.42105263157894725623e+01,1.61125319693094617435e+01,2.16358839050131912529e+01,1.48148148148148131042e+01,3.31592689295039164676e+01
2000,67108864,1048576,5.21061161898653040225e+02,2.38845144356955394471e+01,1.57068062827225123357e+01,4.42708333333333392545e+00,1.30208333333333348136e+00,1.41361256544502627008e+01,9.94764397905759167884e+00,2.28571428571428576504e+01,3.27272727272727266268e+01,1.67088607594936711109e+01,2.08333333333333303727e+00,4.69973890339425537377e+00,1.82767624020887731184e+00
2000,67108864,1048576,5.20073673636607395565e+02,6.23376623376623406614e+00,1.93211488250652720922e+01,8.29015544041450880286e+00,1.29533678756476677840e+00,1.30890052356020945012e+01,1.31443298969072177584e+01,4.67700258397932842058e+01,7.81250000000000000000e-01,6.34517766497461899178e+00,1.90600522193211503463e+01,1.51041666666666660745e+01,4.15584415584415545197e+00
2000,67108864,1048576,5.18963173854220144676e+02,8.83116883116883144567e+00,2.44791666666666642982e+01,4.37017994858611835696e+00,2.61096605744125369597e+01,2.59162303664921473967e+01,1.50649350649350637354e+01,1.29198966408268733908e+00,9.84455958549222742704e+00,7.07070707070707005215e+00,1.11398963730569935393e+01,4.65116279069767468712e+00,1.38381201044386425991e+01
2000,67108864,1048576,5.18355083080656868333e+02,1.81818181818181812126e+00,1.85378590078328997492e+01,2.20207253886010363431e+01,2.33766233766233755276e+00,9.56072351421188493248e+00,5.74412532637075745612e+00,4.46194225721784789584e+01,1.21134020618556697002e+01,7.88804071246819304974e+00,1.32467532467532453921e+01,2.61780104712041872261e+00,1.30548302872062684798e+01
2000,67108864,1048576,5.19333487402267905964e+02,8.07291666666666785090e+00,2.04724409448818889246e+01,6.47668393782383322588e+00,2.91666666666666678509e+01,6.80628272251308885643e+00,8.48329048843187649709e+00,1.04166666666666651864e+00,2.59740259740259737953e+00,1.17346938775510203357e+01,2.19321148825065286303e+01,1.56250000000000000000e+01,2.05194805194805205417e+01
2000,67108864,1048576,5.18042245827104920863e+02,2.84974093264248695689e+00,1.84895833333333357018e+01,9.87012987012987075275e+00,2.26221079691516706589e+01,2.76485788113695072354e+01,6.39386189258312054307e+00,1.93798449612403125286e+01,3.10880829015544044580e+01,9.31989924433249328217e+00,3.65535248041775462369e+00,2.08333333333333303727e+00,2.31362467866323884280e+00
2000,67108864,1048576,5.25057034320353068324e+02,2.87206266318537872806e+00,8.92388451443569508115e+00,1.12860892388451450330e+01,3.14136125654450237832e+00,1.58441558441558445480e+01,3.92670157068062808392e+00,4.57671957671957656544e+01,6.31578947368421061981e+00,2.15584415584415580724e+01,2.61096605744125369597e+01,7.87401574803149539861e-01,1.31926121372031657231e+00
2000,67108864,1048576,5.34114850182119766941e+02,2.17158176943699743333e+01,1.75999999999999978684e+01,1.04557640750670248764e+01,2.11229946524064189362e+01,2.46648793565683632778e+01,1.90348525469168876612e+01,1.12600536193029494569e+01,7.48663101604278047319e+00,1.20104438642297655093e+01,2.13333333333333330373e+00,1.32978723404255316787e+00,3.21715817694369965452e+00
2000,67108864,1048576,5.38079336569701126791e+02,9.89304812834224733820e+00,2.95698924731182799519e+00,1.46666666666666660745e+01,3.24324324324324342328e+00,4.61126005361930282334e+01,8.89487870619946008333e+00,9.18918918918918947725e+00,2.14477211796246649556e+01,1.83246073298429301701e+01,8.13008130081300905978e-01,9.78260869565217383581e+00,2.98913043478260886943e+00
2000,67108864,1048576,4.63766072682810204242e+02,2.60465116279069768268e+01,1.35944700460829484001e+01,8.58468677494199461364e+00,2.79720279720279707547e+00,1.80974477958236654729e+01,7.67441860465116310053e+00,1.24423963133640551604e+01,2.81395348837209304804e+01,8.61678004535147401555e+00,6.94444444444444464182e+00,1.09302325581395347598e+01,4.69483568075117307927e+00
2000,67108864,1048576,5.04134025038824631793e+02,9.79899497487437187715e+00,1.36708860759493671111e+01,2.29219143576826169806e+01,2.34848484848484844179e+01,1.77664974619289353086e+01,2.26130653266331682616e+00,1.56962025316455697777e+01,3.81679389312977113136e+00,1.35135135135135140416e+01,6.51629072681704180070e+00,5.55555555555555535818e+00,1.24365482233502540055e+01
2000,67108864,1048576,5.35485270138931696238e+02,1.78666666666666671404e+01,1.61290322580645151263e+00,3.46666666666666634100e+00,3.74331550802139023659e+00,4.44743935309973039693e+01,4.53333333333333321491e+00,4.52127659574468143688e+00,2.54691689008042914111e+01,2.00000000000000000000e+01,9.35828877005347514739e+00,1.01876675603217154986e+01,9.62566844919786035462e+00
2000,67108864,1048576,5.09045224595843535553e+02,1.04325699745547080255e+01,1.47208121827411169136e+01,3.03797468354430355575e+00,6.88775510204081520271e+00,3.35038363171355513259e+01,1.08860759493670880005e+01,2.28426395939086290809e+00,2.12658227848101262225e+01,2.06467661691542296865e+01,2.55102040816326525174e+00,6.10687022900763309963e+00,2.37851662404092074610e+01
2000,67108864,1048576,5.09059865694735606212e+02,1.85750636132315527504e+01,3.80710659898477210561e+00,5.83756345177665014745e+00,8.14249363867684472496e+00,4.38461538461538467004e+01,5.88235294117647011802e+00,8.43672456575682438995e+00,1.86224489795918373147e+01,5.83756345177665014745e+00,8.65139949109414629902e+00,2.16494845360824754721e+01,3.56234096692111945615e+00
2000,67108864,1048576,5.08398359601852916967e+02,2.24489795918367356364e+01,4.05063291139240533312e+00,3.40966921119592853984e+01,2.54452926208651364348e+00,4.14948453608247476154e+01,9.13705583756345163238e+00,4.20792079207920810546e+00,3.04568527918781750685e+00,1.26903553299492388717e+00,3.03030303030303027612e+00,3.56234096692111945615e+00,2.50000000000000000000e+01
