FileSizeMB,BlockSizeMB,ChunkSizeMB,ThroughputMBs,CPU
4000,67108864,2097152,3.39096935691198666518e+02,1.31541725601131531675e+01
4000,67108864,2097152,3.15072914961662718270e+02,1.25238189105723094485e+01
4000,67108864,2097152,3.19668158877632322401e+02,1.26350900600400279927e+01
4000,67108864,2097152,3.58292078986205410729e+02,1.25429553264604809470e+01
4000,67108864,2097152,3.12751202743390990690e+02,1.25896466292867383885e+01
4000,67108864,4194304,3.04062133272561425201e+02,1.28837858411570671535e+01
4000,67108864,4194304,3.56514945195631355546e+02,1.25994202036720430726e+01
4000,67108864,4194304,3.02961975924066223342e+02,1.27823830918180085803e+01
4000,67108864,4194304,3.35815034422300357164e+02,1.23712062802270974515e+01
4000,67108864,4194304,3.68524438283534777838e+02,1.26056229835612239043e+01
4000,67108864,8388608,2.90396704403960427499e+02,1.30366333636088409520e+01
4000,67108864,8388608,3.41844901037183092285e+02,1.29439452289259744333e+01
4000,67108864,8388608,3.37465599600440725681e+02,1.25308163696555610045e+01
4000,67108864,8388608,3.12132585807003579248e+02,1.26343910862057740019e+01
4000,67108864,8388608,3.42439278881093343898e+02,1.26688102893890679468e+01
4000,67108864,16777216,3.15557256759788685940e+02,1.26573104039006398835e+01
4000,67108864,16777216,3.23479003746129478714e+02,1.26913480342571993731e+01
4000,67108864,16777216,3.52886136612280722602e+02,1.24070392460054481631e+01
4000,67108864,16777216,3.49675902889406927443e+02,1.39401005611018007357e+01
4000,67108864,16777216,3.12076526781744348682e+02,1.32248616986657996364e+01
4000,67108864,33554432,3.37390538911377348086e+02,1.23942470389170900091e+01
4000,67108864,33554432,3.34164288530813280431e+02,1.26317994553452965789e+01
4000,67108864,33554432,3.24227932236362164531e+02,1.23357268662782821877e+01
4000,67108864,33554432,3.33214875445112568286e+02,1.26409578170680774178e+01
4000,67108864,33554432,3.66977426209325926720e+02,1.24329296336041696946e+01
8000,67108864,1048576,2.37463373500856619103e+02,1.48718202514104724798e+01
8000,67108864,1048576,2.77595403380994014242e+02,1.28024777121685779946e+01
8000,67108864,1048576,2.74864755373975299335e+02,1.38517096099280614396e+01
8000,67108864,1048576,2.74629927590386728298e+02,1.25708397733127252849e+01
8000,67108864,1048576,3.34910791068498554068e+02,1.25406653373911218807e+01
8000,67108864,2097152,2.77367649258899632514e+02,1.25170068027210898975e+01
8000,67108864,2097152,3.14177153736424429553e+02,1.26459016393442613690e+01
8000,67108864,2097152,2.82837845033003304707e+02,1.25269277303980874905e+01
8000,67108864,2097152,2.80800724325468422649e+02,1.25245363724255120985e+01
8000,67108864,2097152,3.47810828646691106769e+02,1.24805218336655183720e+01
8000,67108864,4194304,2.75489531122327832691e+02,1.31640916661880407190e+01
8000,67108864,4194304,2.84606779091562202666e+02,1.26373300077201733416e+01
8000,67108864,4194304,3.26335170777109681239e+02,1.23791365926732943592e+01
8000,67108864,4194304,2.99049713463648004108e+02,1.26145787865560876639e+01
8000,67108864,4194304,3.07164988105995746537e+02,1.26710901689264989756e+01
8000,67108864,8388608,2.73886487950483797249e+02,1.24782124182072760021e+01
8000,67108864,8388608,2.79325707741511962467e+02,1.24497406911019172782e+01
8000,67108864,8388608,3.18936639728214970546e+02,1.24650419496604083491e+01
8000,67108864,8388608,2.94783630473390473981e+02,1.24092307692307688427e+01
8000,67108864,8388608,3.10327429185899063668e+02,1.27048914804016845892e+01
8000,67108864,16777216,2.85184809559822610936e+02,1.23068219039394932679e+01
8000,67108864,16777216,2.95389701540830230897e+02,1.28034504004929132748e+01
8000,67108864,16777216,3.07664594212321333089e+02,1.24068362888717551584e+01
8000,67108864,16777216,3.19416770530353232971e+02,1.26983597813041750868e+01
8000,67108864,16777216,2.96401046621735702047e+02,1.24118738404452688684e+01
8000,67108864,33554432,3.12216675562890543461e+02,1.27399934917019201919e+01
8000,67108864,33554432,2.99583964004387553359e+02,1.23681418138692968967e+01
8000,67108864,33554432,3.15430770792151520254e+02,1.28752260397830031735e+01
8000,67108864,33554432,3.11460549083145792792e+02,1.23900126627487914277e+01
8000,67108864,33554432,3.45878370660382984170e+02,1.24675605536332181345e+01
