FileSizeMB,BlockSizeMB,ChunkSizeMB,ThroughputMBs,CPU
2000,67108864,33554432,3.62789875913164792109e+02,1.30579512785595408531e+01
2000,67108864,33554432,3.41404126893085901884e+02,1.29408418657565409404e+01
2000,67108864,33554432,3.55225085711372855712e+02,1.27170203294257291304e+01
2000,67108864,33554432,3.73201588196678756049e+02,1.26789047915370272079e+01
2000,67108864,33554432,3.41423767840032041931e+02,1.27883793790942750235e+01
2000,67108864,33554432,3.84079888616832306525e+02,1.27039999999999988489e+01
2000,67108864,33554432,4.06144973448272367023e+02,1.23982360922659431424e+01
2000,67108864,33554432,3.59773961215647432255e+02,1.24455133022696529110e+01
2000,67108864,33554432,3.34498615008484534883e+02,1.25820416142996798214e+01
2000,67108864,33554432,3.55525027806501213945e+02,1.29577464788732381606e+01
2000,67108864,33554432,3.56670269036383956518e+02,1.29767580452920139322e+01
2000,67108864,33554432,3.44924164973089034447e+02,1.27733026467203689691e+01
2000,67108864,33554432,3.74624228484815432694e+02,1.26074050929542273991e+01
2000,67108864,33554432,3.84962443064054696151e+02,1.25701459034792382141e+01
2000,67108864,33554432,3.75940768276313463048e+02,1.23646634238192376642e+01
2000,67108864,33554432,3.40194489189469607027e+02,1.27750177430802001055e+01
2000,67108864,33554432,3.52557407363337745210e+02,1.27315495442516919411e+01
2000,67108864,33554432,3.57905131160598671158e+02,1.29994036970781152718e+01
2000,67108864,33554432,3.43389435727026693712e+02,1.27808787748676095930e+01
2000,67108864,33554432,3.34923269916170397664e+02,1.27950831121665018486e+01
4000,67108864,1048576,2.53834599978563659306e+02,1.28233672603901620590e+01
4000,67108864,1048576,2.83148354872664640425e+02,1.27372715983679274387e+01
4000,67108864,1048576,3.58052053607553489201e+02,1.26222288572068386259e+01
4000,67108864,1048576,3.14927946847720818369e+02,1.27761704366123076682e+01
4000,67108864,1048576,3.09279817203256811808e+02,1.26008650183977799486e+01
4000,67108864,1048576,3.53299838153344126113e+02,1.30162241887905594240e+01
4000,67108864,1048576,3.13479402718289634322e+02,1.28027228694855352842e+01
4000,67108864,1048576,3.34471875597868461227e+02,1.25680011159157469791e+01
4000,67108864,1048576,3.33034046736665970911e+02,1.28488129945855895642e+01
4000,67108864,1048576,3.70063491793286971188e+02,1.25222093472383164681e+01
4000,67108864,1048576,3.56231191549697427945e+02,1.25334921107472467838e+01
4000,67108864,1048576,3.20165615269466570680e+02,1.31441922563417890046e+01
4000,67108864,1048576,3.15857042155149429163e+02,1.26269286562046687550e+01
4000,67108864,1048576,3.56153545272591486537e+02,1.27305175490779305392e+01
4000,67108864,1048576,3.21792694227835511356e+02,1.28553188629796402154e+01
4000,67108864,1048576,3.08548910671927728799e+02,1.32650431645406516878e+01
4000,67108864,1048576,3.47883230558480420314e+02,1.25263387342875809338e+01
4000,67108864,1048576,3.31663573074688827091e+02,1.25519246746053720898e+01
4000,67108864,1048576,3.11866788596185472215e+02,1.25885948371155471648e+01
4000,67108864,1048576,3.22042003938573714095e+02,1.21982381816959186693e+01
4000,67108864,2097152,2.96870642031747024703e+02,1.28112997150291167969e+01
4000,67108864,2097152,2.96833388828809006554e+02,1.27160111489625275993e+01
4000,67108864,2097152,3.52746066396333844750e+02,1.24769966875230036152e+01
4000,67108864,2097152,3.14000530032894687338e+02,1.36321929479617249825e+01
4000,67108864,2097152,3.37017212311575804051e+02,1.29871957225270868719e+01
4000,67108864,2097152,3.43465626561158615004e+02,1.26791857798165121807e+01
4000,67108864,2097152,3.85187128240254310185e+02,1.25241002570694099916e+01
4000,67108864,2097152,3.82791823260421722352e+02,1.23871173979061772741e+01
4000,67108864,2097152,3.26929172266009857140e+02,1.25170718382955481474e+01
4000,67108864,2097152,3.23740733528516614115e+02,1.28823171966781444553e+01
4000,67108864,2097152,3.40157719228886264773e+02,1.25709018718094149847e+01
4000,67108864,2097152,3.33708867045048009459e+02,1.25182965079807608788e+01
4000,67108864,2097152,3.20587984009712556599e+02,1.27787421551609021719e+01
4000,67108864,2097152,3.20400577618161321425e+02,1.25643253358283768506e+01
4000,67108864,2097152,3.50523410319374136179e+02,1.28595476835248465619e+01
4000,67108864,2097152,3.07205056840999645829e+02,1.30668716372021513905e+01
4000,67108864,2097152,3.22649962862989298173e+02,1.25924929369029996451e+01
4000,67108864,2097152,3.55868213459718731428e+02,1.26355667805675224713e+01
4000,67108864,2097152,3.13803633453820850718e+02,1.28701222302111251139e+01
4000,67108864,2097152,3.01504984744224657334e+02,1.25306970593791309199e+01
4000,67108864,4194304,3.32881806902420748884e+02,1.26431993334721930466e+01
4000,67108864,4194304,3.34892845592044068326e+02,1.24152394267738550582e+01
4000,67108864,4194304,3.53377150333088877687e+02,1.26005164146071546583e+01
4000,67108864,4194304,3.71323502791145926949e+02,1.21975806451612900361e+01
4000,67108864,4194304,3.86631967736335582231e+02,1.29021853076364827473e+01
4000,67108864,4194304,3.20733761871058106863e+02,1.26684094108184179817e+01
4000,67108864,4194304,3.16918713439960129108e+02,1.25115725433143758494e+01
4000,67108864,4194304,3.64808792767446789185e+02,1.30623430006850860252e+01
4000,67108864,4194304,3.31521787777653628382e+02,1.31222345132743356544e+01
4000,67108864,4194304,3.15914667341460415173e+02,1.24934071729957807406e+01
4000,67108864,4194304,3.50449337379154144401e+02,1.27581928326399527407e+01
4000,67108864,4194304,3.44257335801084650484e+02,1.27341899361137045332e+01
4000,67108864,4194304,3.10474662201627040758e+02,1.24003887269193402432e+01
4000,67108864,4194304,3.47931252959590210594e+02,1.27500724847781974347e+01
4000,67108864,4194304,3.85808497393574270973e+02,1.28219575016097877551e+01
4000,67108864,4194304,3.45199062059628488441e+02,1.26351448753063291264e+01
4000,67108864,4194304,3.19801646226944171758e+02,1.27378329661526130678e+01
4000,67108864,4194304,3.26371875621636434062e+02,1.22919508867667115481e+01
4000,67108864,4194304,3.56987981731854006284e+02,1.25474718891950249855e+01
4000,67108864,4194304,3.17259763966667094337e+02,1.28111758474576262756e+01
4000,67108864,8388608,3.21138036126905092260e+02,1.25100347872625103918e+01
4000,67108864,8388608,3.48428504692068884196e+02,1.24709302325581390392e+01
4000,67108864,8388608,3.21563234646380522008e+02,1.27347103004291835049e+01
4000,67108864,8388608,3.35840409980538879609e+02,1.25927481450370990501e+01
4000,67108864,8388608,3.38438509022686048411e+02,1.30880067806187323498e+01
4000,67108864,8388608,3.21096248279325493513e+02,1.26533074190737888642e+01
4000,67108864,8388608,3.32282600370528314215e+02,1.24557383878358667317e+01
4000,67108864,8388608,3.70329702682649838152e+02,1.23811731973104564020e+01
4000,67108864,8388608,3.30129726952178828014e+02,1.26301275422268179938e+01
4000,67108864,8388608,3.30760731490588113957e+02,1.27275234418091542921e+01
4000,67108864,8388608,3.35624839896463072364e+02,1.26626556597173642871e+01
4000,67108864,8388608,3.43511610993024248728e+02,1.25601090935189834141e+01
4000,67108864,8388608,3.21177384904678945077e+02,1.32167738478027878557e+01
4000,67108864,8388608,3.29137109468534106327e+02,1.28420184243090869103e+01
4000,67108864,8388608,3.58577905128712870919e+02,1.34454409566517192332e+01
4000,67108864,8388608,3.19738300595728389908e+02,1.24050632911392391122e+01
4000,67108864,8388608,3.15343461849984464607e+02,1.27177127834373955295e+01
4000,67108864,8388608,3.64102282156694343485e+02,1.25749411853987993481e+01
4000,67108864,8388608,3.26690410525703669009e+02,1.22944134837569656327e+01
4000,67108864,8388608,3.08029813589597722512e+02,1.31057056671587179864e+01
4000,67108864,16777216,3.37766290721526218022e+02,1.26197857948139784412e+01
4000,67108864,16777216,3.20503267050052670584e+02,1.27662415704079599266e+01
4000,67108864,16777216,3.22014341391715390728e+02,1.23076923076923083755e+01
4000,67108864,16777216,3.64374984855664706629e+02,1.32026739592828921133e+01
4000,67108864,16777216,3.32302696520076324305e+02,1.25217149607393487543e+01
4000,67108864,16777216,3.31719160256263023712e+02,1.25319869977176843179e+01
4000,67108864,16777216,3.41050336130685025182e+02,1.24732563115104824192e+01
4000,67108864,16777216,3.62706581800580636354e+02,1.23634708737864063011e+01
4000,67108864,16777216,3.24548666397074896395e+02,1.22577585038623126934e+01
4000,67108864,16777216,3.68913435569084015242e+02,1.26693349753694590731e+01
4000,67108864,16777216,3.58785099834196444135e+02,1.27833046600344086841e+01
4000,67108864,16777216,3.72137402804687951630e+02,1.27324860508369503975e+01
4000,67108864,16777216,2.94591007152890597354e+02,1.24685215895829504262e+01
4000,67108864,16777216,3.11603943908797248241e+02,1.28973542221933303864e+01
4000,67108864,16777216,3.60119858692568641345e+02,1.28889222906959250992e+01
4000,67108864,16777216,3.34183049433693383889e+02,1.26874520471507299391e+01
4000,67108864,16777216,3.24026220201738738069e+02,1.25016875928176069976e+01
4000,67108864,16777216,3.40905672167549028018e+02,1.36729031799103637468e+01
4000,67108864,16777216,3.37881699676723258108e+02,1.24674043272957923989e+01
4000,67108864,16777216,3.24069535600253743723e+02,1.25735940989375372112e+01
4000,67108864,33554432,3.33934833452088923877e+02,1.26167572842604212013e+01
4000,67108864,33554432,3.39747771254620545278e+02,1.24343133077687824084e+01
4000,67108864,33554432,3.51095364874102472186e+02,1.24349673921008285760e+01
4000,67108864,33554432,3.54869852368818385457e+02,1.33293838862559237413e+01
4000,67108864,33554432,3.73121345684520520081e+02,1.25748037615605827710e+01
4000,67108864,33554432,3.55291155772788442846e+02,1.25695629591155295657e+01
4000,67108864,33554432,3.21837978072213047653e+02,1.26980929358044587474e+01
4000,67108864,33554432,3.42026507054296700971e+02,1.23678948871750939986e+01
4000,67108864,33554432,3.62851449977072320507e+02,1.24355474673946009290e+01
4000,67108864,33554432,3.12740443648902271434e+02,1.28804702808621822641e+01
4000,67108864,33554432,3.07454030818423404980e+02,1.25353561326819242794e+01
4000,67108864,33554432,3.61588294663725150713e+02,1.25716872924841549519e+01
4000,67108864,33554432,3.21458650773750946428e+02,1.25176375730699458444e+01
4000,67108864,33554432,3.25590651966791369887e+02,1.31598614036279641937e+01
4000,67108864,33554432,3.69747277735667694287e+02,1.27372319086560708001e+01
4000,67108864,33554432,3.35480407944176079127e+02,1.21239744758432088645e+01
4000,67108864,33554432,3.26045802099164404808e+02,1.28271361566174970648e+01
4000,67108864,33554432,3.57997287991544794750e+02,1.24570318338066066133e+01
4000,67108864,33554432,3.59598368178565067410e+02,1.25028108837418496790e+01
4000,67108864,33554432,3.34800428812389213817e+02,1.26063904004464912845e+01
8000,67108864,1048576,2.32812825937956318967e+02,1.40597667638483976305e+01
8000,67108864,1048576,2.85843936356847564184e+02,1.25096824167312163922e+01
8000,67108864,1048576,2.71310461748361944956e+02,1.40037328205418258875e+01
8000,67108864,1048576,2.82492808351052417493e+02,1.26223899964610115632e+01
8000,67108864,1048576,2.76674719860793857151e+02,1.32894394871350609577e+01
8000,67108864,1048576,2.79779825867134718465e+02,1.25156920561702627026e+01
8000,67108864,1048576,3.20662437289450053868e+02,1.30081300813008144956e+01
8000,67108864,1048576,2.82206349918024329781e+02,1.37667923638934706076e+01
8000,67108864,1048576,2.88463466174124903318e+02,1.27867370007535789966e+01
8000,67108864,1048576,2.94527538435291546648e+02,1.24784853700516347175e+01
8000,67108864,1048576,3.26340921589210097409e+02,1.27566132162189767030e+01
8000,67108864,1048576,2.89250287840192697786e+02,1.41210548548669354574e+01
8000,67108864,1048576,3.45286892188786112001e+02,1.25022511976371433207e+01
8000,67108864,1048576,2.98468572677022848438e+02,1.29222920425558385205e+01
8000,67108864,1048576,2.66677244864046258499e+02,1.25250333778371167881e+01
8000,67108864,1048576,2.88717869265011984226e+02,1.29005059021922434681e+01
8000,67108864,1048576,3.20419056859322893160e+02,1.27578482832402801961e+01
8000,67108864,1048576,2.70290368550715527363e+02,1.39523084728564175094e+01
8000,67108864,1048576,2.62593146712760528771e+02,1.37467488021902806139e+01
8000,67108864,1048576,2.77037213058273721344e+02,1.33186825897117078199e+01
8000,67108864,2097152,2.90220276827336590486e+02,1.27470266017008135861e+01
8000,67108864,2097152,3.01406509709980241496e+02,1.25671388635863934269e+01
8000,67108864,2097152,3.03310417093907801700e+02,1.26296155791603439411e+01
8000,67108864,2097152,3.07426726472949667368e+02,1.27288467087755297058e+01
8000,67108864,2097152,3.21872331351471530070e+02,1.28754787984678458201e+01
8000,67108864,2097152,2.78854368654538120609e+02,1.25410622401814002558e+01
8000,67108864,2097152,2.88037161402415506473e+02,1.24924852711314180453e+01
8000,67108864,2097152,3.30317084168880739981e+02,1.24965517241379302504e+01
8000,67108864,2097152,2.94227592987320690554e+02,1.31620152896748638938e+01
8000,67108864,2097152,2.93417135223267337096e+02,1.28524630315647669931e+01
8000,67108864,2097152,2.88406852085354557857e+02,1.28316318848435582112e+01
8000,67108864,2097152,3.24764173510293517211e+02,1.26384232449456455072e+01
8000,67108864,2097152,3.13961589311240459210e+02,1.25036871947822092466e+01
8000,67108864,2097152,3.19388218255695562675e+02,1.33013461282153802046e+01
8000,67108864,2097152,2.85765162119041576716e+02,1.23903835828908910344e+01
8000,67108864,2097152,3.01307996846058529172e+02,1.25448028673835114688e+01
8000,67108864,2097152,3.12433449234426745988e+02,1.24743309755859055343e+01
8000,67108864,2097152,2.97651525741257387381e+02,1.30896556007577409275e+01
8000,67108864,2097152,3.14422843071087413591e+02,1.25893384040390792222e+01
8000,67108864,2097152,2.74658298469181659129e+02,1.25501547632695160672e+01
8000,67108864,4194304,3.09038085351451798033e+02,1.25515596803299818163e+01
8000,67108864,4194304,2.86390607361806587505e+02,1.32076035626755938779e+01
8000,67108864,4194304,2.97604366689351536479e+02,1.25804145818441739380e+01
8000,67108864,4194304,3.11935628027993232081e+02,1.24543914516549385496e+01
8000,67108864,4194304,3.22967920161684219238e+02,1.33508559105000674805e+01
8000,67108864,4194304,3.21453819904050874356e+02,1.25184439973172363381e+01
8000,67108864,4194304,3.55075588047339010700e+02,1.31439379890961696162e+01
8000,67108864,4194304,3.15874277615269249964e+02,1.24559148290978605189e+01
8000,67108864,4194304,3.31186760146889582757e+02,1.23687482730035913647e+01
8000,67108864,4194304,3.53295625502397399487e+02,1.24138185303985544294e+01
8000,67108864,4194304,2.98652554337965682407e+02,1.25583857507629073069e+01
8000,67108864,4194304,2.98614930634551114963e+02,1.32262782808950287716e+01
8000,67108864,4194304,3.12509411904553871864e+02,1.26173096976016694271e+01
8000,67108864,4194304,3.20150073548476598262e+02,1.27947364905483951247e+01
8000,67108864,4194304,2.94411896595917653485e+02,1.27147239263803673026e+01
8000,67108864,4194304,2.58097494328226900961e+02,1.28253438484106254691e+01
8000,67108864,4194304,2.83600519882293042429e+02,1.29787234042553176749e+01
8000,67108864,4194304,2.88222168564861817686e+02,1.26178041899273676307e+01
8000,67108864,4194304,2.92323191058418217381e+02,1.26254155103534486670e+01
8000,67108864,4194304,2.95783134467856370975e+02,1.24433202751472897774e+01
8000,67108864,8388608,3.15984119902070176522e+02,1.29845280902583048999e+01
8000,67108864,8388608,2.94960659806348758138e+02,1.24496510162039175640e+01
8000,67108864,8388608,3.28843631236067324153e+02,1.24519758507135023251e+01
8000,67108864,8388608,3.12300798447740135089e+02,1.26123778501628667215e+01
8000,67108864,8388608,3.13996142557388679961e+02,1.33379224440292407650e+01
8000,67108864,8388608,3.01401479203109545324e+02,1.23895474985063369644e+01
8000,67108864,8388608,2.85195596408874109784e+02,1.24653904552085492696e+01
8000,67108864,8388608,2.95269273212769235215e+02,1.26791315579063894603e+01
8000,67108864,8388608,2.93928473828571952708e+02,1.24098566913186250105e+01
8000,67108864,8388608,2.88298989115632025459e+02,1.31214638256891777957e+01
8000,67108864,8388608,3.07575783789602780871e+02,1.25060217747374498032e+01
8000,67108864,8388608,3.22679140366636090675e+02,1.23956650511577812779e+01
8000,67108864,8388608,3.11283089830190817793e+02,1.24610490781615173006e+01
8000,67108864,8388608,3.24537290957417440040e+02,1.27966101694915259657e+01
8000,67108864,8388608,3.31061314707382337019e+02,1.25743327340616808385e+01
8000,67108864,8388608,3.10405779507289821595e+02,1.28027232938887980396e+01
8000,67108864,8388608,3.17483095612574118149e+02,1.24187773504840208716e+01
8000,67108864,8388608,3.33003465650317878044e+02,1.23705248522766773078e+01
8000,67108864,8388608,3.52371898940091739405e+02,1.29845746051614341354e+01
8000,67108864,8388608,3.18671826813334291728e+02,1.24493052323648694113e+01
8000,67108864,16777216,2.89170262800103614609e+02,1.24913191823424618576e+01
8000,67108864,16777216,3.12179540385086738752e+02,1.24446037539103233627e+01
8000,67108864,16777216,3.02234202114362460634e+02,1.23978674406132682861e+01
8000,67108864,16777216,2.98609446726339058387e+02,1.32534619573673566606e+01
8000,67108864,16777216,3.13030133650171990212e+02,1.27228207639569053100e+01
8000,67108864,16777216,3.05450582372080361893e+02,1.24964136567949246626e+01
8000,67108864,16777216,2.88363584956273655280e+02,1.26763529164034522978e+01
8000,67108864,16777216,3.07279064624090551661e+02,1.34036482544160566732e+01
8000,67108864,16777216,3.15804873327112488823e+02,1.22363564460848941451e+01
8000,67108864,16777216,3.13971225008184831040e+02,1.25290783395039486692e+01
8000,67108864,16777216,3.19182471551964511036e+02,1.26476165130900515265e+01
8000,67108864,16777216,2.75921296899075741749e+02,1.23604236215033953528e+01
8000,67108864,16777216,3.02984304504073747921e+02,1.31988509012848442836e+01
8000,67108864,16777216,3.21956283648959129096e+02,1.27077946065755451599e+01
8000,67108864,16777216,3.08631294665458540294e+02,1.25502815768302493638e+01
8000,67108864,16777216,3.03859921184053973775e+02,1.25617792421746283793e+01
8000,67108864,16777216,3.22246768922279898106e+02,1.29323965441893307116e+01
8000,67108864,16777216,3.12123354895334898629e+02,1.27400559859384152617e+01
8000,67108864,16777216,3.04140311483018933814e+02,1.31759112519809811204e+01
8000,67108864,16777216,3.25551963180072959858e+02,1.24792013311148082266e+01
8000,67108864,33554432,3.03808674664278100863e+02,1.26260384298306806983e+01
8000,67108864,33554432,3.09555534359600244443e+02,1.32421270005162625694e+01
8000,67108864,33554432,3.21117656425542236320e+02,1.26573379753615427035e+01
8000,67108864,33554432,3.37169194873679543889e+02,1.25144924990338335391e+01
8000,67108864,33554432,3.38456492856283432502e+02,1.24545486638189704109e+01
8000,67108864,33554432,3.26774532761434329586e+02,1.26638297872340430672e+01
8000,67108864,33554432,3.10556570946144006484e+02,1.32791766457375892685e+01
8000,67108864,33554432,3.20965747418091325471e+02,1.25761531766753691386e+01
8000,67108864,33554432,3.19590770410305026417e+02,1.24687447907984658713e+01
8000,67108864,33554432,3.22235956634773913265e+02,1.25377947994355984918e+01
8000,67108864,33554432,3.02524170924946474770e+02,1.29465552577644640309e+01
8000,67108864,33554432,3.24080143074901570799e+02,1.30543621663678504063e+01
8000,67108864,33554432,3.23562369922871653216e+02,1.24501790177666684656e+01
8000,67108864,33554432,3.25799252763123831755e+02,1.24379124991494869334e+01
8000,67108864,33554432,3.14179103217378610680e+02,1.25847776940467230844e+01
8000,67108864,33554432,3.24686301286078389694e+02,1.30478896103896104819e+01
8000,67108864,33554432,3.28976113250026969581e+02,1.25887802367472989573e+01
8000,67108864,33554432,3.17101765963517266300e+02,1.25206748263314597835e+01
8000,67108864,33554432,3.37584535387467724377e+02,1.25629024879473547571e+01
8000,67108864,33554432,3.30794212093670978447e+02,1.23921297894373498849e+01
16000,67108864,1048576,2.28840018100673319168e+02,1.50066860881608477030e+01
16000,67108864,1048576,2.54114623991673170167e+02,1.34585559193520580834e+01
16000,67108864,1048576,2.46804513980519345751e+02,1.40082234510137535466e+01
16000,67108864,1048576,2.60156319802684436127e+02,1.26579015210105705336e+01
16000,67108864,1048576,2.48572425258077998933e+02,1.43602184714780563013e+01
16000,67108864,1048576,2.59589567153703740132e+02,1.27338694392548656964e+01
16000,67108864,1048576,2.40843520713205094808e+02,1.37357115940208522886e+01
16000,67108864,1048576,2.63470354109919355778e+02,1.28897129515176480652e+01
16000,67108864,1048576,2.57042804149352036802e+02,1.37723507492694956511e+01
16000,67108864,1048576,2.62651202551814037633e+02,1.28494373408537079229e+01
16000,67108864,1048576,2.66042650328189381526e+02,1.29880212954747111809e+01
16000,67108864,1048576,2.55360454848042166986e+02,1.36528462871617133345e+01
16000,67108864,1048576,2.64106728566240974487e+02,1.29073632238756559332e+01
16000,67108864,1048576,2.57428414668457719472e+02,1.27801666218758409599e+01
16000,67108864,1048576,2.53057275892516003069e+02,1.30745969073117915826e+01
16000,67108864,1048576,2.61373871898116988177e+02,1.26872799716180448826e+01
