FileSizeMB,BlockSizeMB,ThroughputMBs,CPU
3000,8388608,2.41811750358385154414e+02,1.36988137524294621983e+01
3000,8388608,2.63024628924853516310e+02,1.38499708114419135541e+01
3000,16777216,3.25139669163883809233e+02,1.31771068048670549899e+01
3000,16777216,2.86726073760473639140e+02,1.35943966889525622577e+01
3000,16777216,2.20512450353459399821e+02,1.27916232931235072101e+01
3000,16777216,2.97976146016257587235e+02,1.32315311597193563387e+01
3000,16777216,3.20932192483575477127e+02,1.31782945736434129458e+01
3000,16777216,2.81424412779820272590e+02,1.32943013270882115506e+01
3000,16777216,2.89079306498743733300e+02,1.31703406813627239558e+01
3000,16777216,3.22653120684850591715e+02,1.33991031390134516244e+01
3000,16777216,3.20339953300841614237e+02,1.32823613086770979663e+01
3000,16777216,2.74734231262484399849e+02,1.31410256410256423010e+01
3000,33554432,3.15835186671755138832e+02,1.32288565925407102242e+01
3000,33554432,3.58835235180015104106e+02,1.26691878980891701190e+01
3000,33554432,3.56830290800034902077e+02,1.30408951381324875740e+01
3000,33554432,3.01060938748148487321e+02,1.40030060120240467114e+01
3000,33554432,3.20637204453992808340e+02,1.40051541811072599586e+01
3000,33554432,3.47437722077849002744e+02,1.31657517095251854755e+01
3000,33554432,3.79650529156907566630e+02,1.31791907514450858940e+01
3000,33554432,3.47574463194413226574e+02,1.28027013989387370430e+01
3000,33554432,3.01175034396698720229e+02,1.34472696957065451784e+01
3000,33554432,3.19318990517716144950e+02,1.34482758620689644147e+01
3000,67108864,3.63877625528683893208e+02,1.30474176985804888318e+01
3000,67108864,3.73071917695360639300e+02,1.29445822994210093526e+01
3000,67108864,3.22117281184120315629e+02,1.31353665061530229252e+01
3000,67108864,3.30933842353707404982e+02,1.30291368884002203288e+01
3000,67108864,3.54372298575671436538e+02,1.28708980153271763669e+01
3000,67108864,3.89079927133111254989e+02,1.28301886792452837227e+01
3000,67108864,3.44937252464404195962e+02,1.28637059724349160916e+01
3000,67108864,3.18378358931484001459e+02,1.34579768939059878363e+01
3000,67108864,3.41809214401652695869e+02,1.28965060126881922997e+01
3000,67108864,3.84617554252870149867e+02,1.25266524520255853048e+01
3000,134217728,3.25118386441783002283e+02,1.25676651028509560604e+01
3000,134217728,3.16262869263255083752e+02,1.30789473684210530990e+01
3000,134217728,3.36051579884893385497e+02,1.27518656716417897456e+01
3000,134217728,3.94588196578052247787e+02,1.24506795265234551096e+01
3000,134217728,3.76790461172684956637e+02,1.27864392591817512823e+01
3000,134217728,3.32528098070073440340e+02,1.31124850050752055353e+01
3000,134217728,3.42592896062225804599e+02,1.29424044026947520081e+01
3000,134217728,3.49610010033807270702e+02,1.26585956416464888719e+01
3000,134217728,3.98447647963534052451e+02,1.30626654898499552360e+01
3000,134217728,3.68191178605736126883e+02,1.26953324481666829371e+01
3000,268435456,2.77102699155788172902e+02,1.34778944142211329904e+01
3000,268435456,2.77926854654538317391e+02,1.31475636979447312314e+01
3000,268435456,3.64664673814742570812e+02,1.26589945487583293016e+01
3000,268435456,3.32359299014355258350e+02,1.27933732167510356703e+01
3000,268435456,3.10797928096692146482e+02,1.29315540249677152218e+01
3000,268435456,2.99100664123114597714e+02,1.27299850820487314706e+01
3000,268435456,3.71035531722981431813e+02,1.26718653806689918184e+01
3000,268435456,3.74609656737679358685e+02,1.36033229491173415227e+01
3000,268435456,2.85467641671881210641e+02,1.33570863024544745912e+01
3000,268435456,3.54205021659046735749e+02,1.28481757551981150556e+01
