FileSizeMB,BlockSizeMB,ThroughputMBs,CPU0,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,CPU7,CPU8,CPU9,CPU10,CPU11
3000,8388608,3.48432339027453338076e+02,1.49184149184149177358e+01,1.82558139534883743238e+01,8.24622531939605174500e+00,1.18604651162790695196e+01,1.34189031505250877530e+01,1.37369033760186276538e+01,1.64126611957796022523e+01,9.56826137689614952819e+00,5.38011695906432763081e+00,1.36204889406286397957e+01,1.98124267291910918232e+01,1.39507620164126606710e+01
3000,8388608,3.07856213497873568485e+02,1.22324159021406728698e+01,8.60655737704917989106e+00,1.59301130524152103618e+01,1.43295803480040948585e+01,1.67701863354037286058e+01,1.64070612668743507356e+01,8.40163934426229452868e+00,1.45811789038262666907e+01,1.14080164439876678983e+01,9.48453608247422685906e+00,1.84726522187822475018e+01,1.44478844169246638529e+01
3000,8388608,3.39724764055489288239e+02,1.09234234234234222072e+01,1.91392978482446203259e+01,1.31968145620022756503e+01,7.47451868629671611899e+00,1.24434389140271495222e+01,1.25707814269535678164e+01,2.08476517754868275745e+01,8.82352941176470650930e+00,1.14512471655328802456e+01,1.84720638540478887535e+01,1.64772727272727266268e+01,1.10102156640181600977e+01
3000,8388608,3.05554087198414322302e+02,1.93679918450560641929e+01,1.47574819401444798928e+01,6.68693009118540970803e+00,8.05300713557594249892e+00,1.03166496424923384012e+01,1.56441717791411054606e+01,1.03271983640081810307e+01,1.28966223132036841292e+01,1.62051282051282043994e+01,1.01123595505617966950e+01,1.01832993890020375716e+01,2.27835051546391760269e+01
3000,8388608,3.44814586300654411843e+02,1.24571428571428572951e+01,1.83179723502304163674e+01,9.56221198156682028468e+00,1.04718066743383193540e+01,1.29330254041570444912e+01,1.58803222094361338179e+01,1.27733026467203689691e+01,9.50173812282734608914e+00,1.22969837587006960433e+01,1.41542002301495966066e+01,1.59907300115874875246e+01,1.58381502890173422315e+01
3000,8388608,3.15952638278251924930e+02,1.35789473684210513227e+01,2.03586497890295383684e+01,1.08421052631578938019e+01,1.26984126984126977078e+01,1.26050420168067223159e+01,1.16525423728813546376e+01,1.29610115911485781481e+01,8.61702127659574479424e+00,1.41798941798941786629e+01,1.83262711864406782070e+01,9.29250263991552216680e+00,1.62740899357601733755e+01
3000,16777216,3.62953614890970527540e+02,1.42857142857142846992e+01,2.06771463119709792977e+01,9.73236009732360152213e+00,9.32203389830508477587e+00,8.60606060606060552232e+00,1.34803921568627451677e+01,9.04704463208685183417e+00,2.23443223443223466518e+01,7.66423357664233595443e+00,1.49453219927095979358e+01,9.21212121212121104463e+00,9.07990314769975803699e+00
3000,16777216,3.62166013520381625312e+02,2.08433734939759034432e+01,7.85973397823458252986e+00,1.18644067796610173104e+01,8.11138014527845108148e+00,1.16363636363636366866e+01,1.04368932038834945075e+01,1.17008443908323283011e+01,1.23636363636363633134e+01,1.21654501216545014586e+01,1.86215235792019342398e+01,1.52173913043478279405e+01,1.21833534378769599016e+01
3000,16777216,3.41460510831753424554e+02,1.74603174603174586821e+01,1.05383734249713629794e+01,1.78571428571428576504e+01,5.02283105022831044550e+00,8.83027522935779884961e+00,1.33714285714285701090e+01,1.32954545454545467464e+01,7.70114942528735646476e+00,1.78899082568807337168e+01,1.46620847651775498832e+01,1.23147092360319270199e+01,1.44977168949771701989e+01
3000,16777216,3.81337883287473232485e+02,1.52671755725190845254e+01,1.39030612244897966434e+01,1.68152866242038214750e+01,7.35107731305449974002e+00,1.87022900763358776999e+01,1.92307692307692335021e+01,1.51785714285714270488e+01,1.27551020408163271469e+01,7.63358778625954226271e+00,1.50632911392405066664e+01,1.58163265306122458043e+01,1.10115236875800253102e+01
3000,16777216,2.55641583682568153790e+02,1.65387894288150043565e+01,1.22117847993168222587e+01,8.36177474402730247505e+00,1.22985581000848185340e+01,1.55098543273350450988e+01,7.85653287788215237697e+00,3.68734069668649127038e+01,9.13748932536293878570e+00,7.16112531969309440427e+00,9.56447480785653247892e+00,1.21783876500857637382e+01,8.45431255337318532384e+00
3000,16777216,3.51777455262995260910e+02,9.75323149236192676881e+00,9.71896955503512849361e+00,6.72169811320754728712e+00,1.63529411764705905341e+01,9.20897284533648097238e+00,7.74647887323943606930e+00,1.21319199057714968149e+01,2.10588235294117644969e+01,1.31360946745562117144e+01,1.76196032672112004036e+01,1.25147579693034245452e+01,1.71021377672209027310e+01
3000,16777216,3.30758816955093891465e+02,1.15511551155115501643e+01,9.14096916299559580921e+00,1.30820399113082039833e+01,1.24168514412416861603e+01,1.01433296582138918751e+01,2.38573021181716846684e+01,1.65555555555555571345e+01,7.28476821192052970133e+00,1.50715071507150710772e+01,1.30965593784683704826e+01,8.62831858407079543838e+00,1.43015521064301545096e+01
3000,16777216,3.70055640332561608830e+02,1.43033292231812581008e+01,1.99753390875462386589e+01,1.13440197287299628925e+01,1.57178217821782180152e+01,1.05134474327628364421e+01,9.91325898389095527818e+00,2.37918215613382884044e+01,1.60891089108910882999e+01,1.02216748768472900366e+01,1.43391521197007492106e+01,1.34401972872996289254e+01,1.69764560099132602033e+01
3000,16777216,3.38626937750322895226e+02,2.31721034870641169334e+01,1.23024830699774270215e+01,1.78612059158134250936e+01,1.83162684869169503088e+01,1.21040723981900448791e+01,9.67379077615298044179e+00,1.09977324263038553909e+01,1.38983050847457629828e+01,1.63636363636363633134e+01,1.14512471655328802456e+01,6.11551528878822203694e+00,1.05322763306908271375e+01
3000,16777216,3.59971677428419923217e+02,1.04693140794223822354e+01,1.47482014388489215406e+01,2.56379100850546777224e+01,1.67874396135265691044e+01,1.04819277108433741574e+01,9.18984280532043484868e+00,9.86762936221420083882e+00,9.18984280532043484868e+00,1.51515151515151522688e+01,7.37605804111245433319e+00,1.80940892641737036683e+01,6.36254501800720273508e+00
3000,33554432,3.71128755946719763870e+02,1.60049627791563295887e+01,1.62329615861214371364e+01,1.20646766169154240345e+01,9.36329588014981339938e+00,9.56521739130434767162e+00,9.44099378881987583156e+00,2.11970074812967581579e+01,1.17719950433705076165e+01,1.91542288557213922218e+01,1.05590062111801241684e+01,9.95024875621890636523e+00,5.83850931677018625265e+00
3000,33554432,3.72849589989734226947e+02,1.37206427688504319917e+01,3.47826086956521729476e+00,9.63704630788485516746e+00,1.53175591531755923569e+01,1.29353233830845759655e+01,8.21917808219177992157e+00,2.60545905707196041590e+01,9.56521739130434767162e+00,1.68961201501877340547e+01,1.19850187265917611512e+01,1.25000000000000000000e+01,9.09090909090909171653e+00
3000,33554432,4.09058965304436696897e+02,2.11171662125340624527e+01,5.57065217391304301486e+00,1.86046511627906987485e+01,4.38356164383561619502e+00,9.41336971350613893605e+00,1.10504774897680757562e+01,5.99455040871934574653e+00,1.03021978021978011242e+01,6.18131868131868156269e+00,3.38356164383561619502e+01,1.69167803547066846193e+01,1.08367626886145398402e+01
3000,33554432,3.62859273013865561097e+02,7.76699029126213513763e+00,9.33333333333333392545e+00,1.68292682926829293422e+01,1.39902676399026759668e+01,1.04495747266099634487e+01,1.07317073170731713816e+01,2.06521739130434767162e+01,8.71670702179176615232e+00,1.08140947752126361792e+01,2.44552058111380148375e+01,1.05839416058394153453e+01,5.69696969696969723884e+00
3000,33554432,4.05412911022812181727e+02,8.10810810810810878024e+00,3.22580645161290320289e+01,1.45578231292517017437e+01,7.57780784844384314169e+00,1.80592991913746629962e+01,7.45257452574525736111e+00,1.00271002710027108407e+01,1.18206521739130430149e+01,1.19241192411924110672e+01,1.07191316146540032150e+01,8.83152173913043547770e+00,8.91891891891891930300e+00
3000,33554432,3.82393433641929107125e+02,1.07279693486590037566e+01,1.67519181585677756630e+01,1.57419354838709661948e+01,8.19462227912932128504e+00,7.64331210191082810468e+00,6.25000000000000000000e+00,1.51785714285714270488e+01,1.40306122448979575523e+01,1.71574903969270167181e+01,1.29321382842509606803e+01,1.43589743589743576990e+01,9.03307888040712470001e+00
3000,33554432,3.82264847867510070500e+02,1.39208173690932301980e+01,1.77976952624839945827e+01,1.44132653061224491609e+01,1.89016602809706242283e+01,6.25000000000000000000e+00,1.48908857509627736704e+01,1.27713920817369093186e+01,5.50576184379001265512e+00,1.28205128205128193741e+01,1.61082474226804137629e+01,7.79054916985951440012e+00,8.06658130601792500158e+00
3000,33554432,4.32581396317953647213e+02,8.09248554913294881885e+00,1.45953757225433520262e+01,1.79710144927536248360e+01,1.30624092888243836796e+01,7.89096126255380170278e+00,5.35455861070911787181e+00,1.62554426705370111961e+01,8.63309352517985573172e+00,1.70305676855895207211e+01,7.92507204610951010437e+00,2.33429394812680115479e+01,9.44767441860465062575e+00
3000,33554432,3.79776544544877083354e+02,9.84654731457800558303e+00,1.06463878326996184143e+01,9.36708860759493688874e+00,1.92893401015228427298e+01,7.61421319796954421122e+00,1.04458598726114662014e+01,2.71337579617834379064e+01,1.20865139949109412498e+01,8.87198986058301741764e+00,1.03053435114503812997e+01,1.82397959183673457062e+01,8.64040660736975851819e+00
3000,33554432,3.72411507267300237345e+02,1.04089219330855016210e+01,1.44638403990024944079e+01,1.64588528678304228947e+01,1.18306351183063505061e+01,1.19402985074626855067e+01,1.10559006211180133050e+01,2.69326683291770549999e+01,1.07940446650124073358e+01,6.97384806973848103695e+00,1.06699751861042173573e+01,1.04738154613466338816e+01,8.18858560794044620934e+00
3000,67108864,3.99525683109012959449e+02,1.16000000000000014211e+01,1.90981432360742680032e+01,1.64642375168690975329e+01,7.19041278295605845727e+00,1.87667560321715818361e+01,1.22311827956989240818e+01,1.53538050734312427892e+01,4.38829787234042534294e+00,7.17131474103585730973e+00,7.98934753661784302636e+00,1.44578313253012034068e+01,1.18508655126498005927e+01
